id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
292121,1 bedroom apt in midtown west,169927,hubert,manhattan,hell's kitchen,40.7625,-73.9869,entire home/apt,199,3,4,2018-09-12,0.07,1,200
292637,beautiful spacious one bedroom,1021834,svetlana,brooklyn,crown heights,40.67335,-73.96,entire home/apt,100,5,0,0,0.0,1,0
293004,room next to columbia uni.,910719,sena,manhattan,harlem,40.80497,-73.95146,entire home/apt,110,1,0,0,0.0,1,0
293837,"big apt for funky art /music lovers, outdoor patio",1495502,olly,brooklyn,williamsburg,40.70736,-73.94331,entire home/apt,157,4,54,2019-06-11,0.66,2,12
294239,nyc summer getaway | full home 2br,1521432,carmen,queens,astoria,40.76444,-73.92607,entire home/apt,192,3,7,2017-04-18,0.08,1,0
294297,"lovely apt in williamsburg, bk",1521604,summer,brooklyn,williamsburg,40.711,-73.96225,entire home/apt,105,3,11,2019-06-23,0.16,1,0
294717,modern apartment w/ gorgeous view,1523610,marissa,brooklyn,williamsburg,40.71095,-73.95239,private room,125,3,17,2015-05-20,0.19,1,0
295231,"sunny, clean br available",1387286,felicia,brooklyn,williamsburg,40.70918,-73.94881,private room,60,7,1,2014-03-24,0.02,2,0
295998,panoramic view central park & nyc,568585,alan,manhattan,upper west side,40.7909,-73.96762,entire home/apt,300,3,36,2019-05-01,0.47,1,29
296658,sublet in brooklyn/lefferts gardens,1530106,glenn,brooklyn,crown heights,40.66469,-73.96091,private room,44,5,2,2017-09-21,0.09,1,0
296717,"cozy corner, bedford ave  brooklyn!",1530310,jacques,brooklyn,bedford-stuyvesant,40.68855,-73.95405,private room,55,5,18,2018-10-10,0.2,3,0
296844,"historic williamsburg, bklyn #1",839679,brady,brooklyn,williamsburg,40.71653,-73.95554,private room,30,3,24,2013-12-04,0.28,3,0
297611,inexpensive apartment in exchange for cat-care,997124,alison,brooklyn,fort greene,40.69309,-73.97074,private room,35,3,1,2018-05-13,0.07,1,0
299062,1 bdrm in 2 bdrm apt in upper east lux drmn bldng,236421,jessica,manhattan,upper east side,40.77272,-73.95307,private room,190,3,0,0,0.0,2,0
299699,sunny apartment  in greenpoint,1557998,eliza,brooklyn,greenpoint,40.72582,-73.95843,entire home/apt,130,4,9,2018-04-02,0.1,1,188
302758,sunny 1br east harlem apartment,8605,dimitry,manhattan,east harlem,40.7968,-73.93611,entire home/apt,150,7,12,2016-03-26,0.14,1,0
303462,fully furnished 1b/1bth uws gem  1 yr sublease,1562045,antonio,manhattan,upper west side,40.78012,-73.98439,entire home/apt,295,1,0,0,0.0,1,146
304799,penthouse studio by central park,185753,carolyn,manhattan,upper west side,40.77508,-73.9799,entire home/apt,150,2,11,2019-06-09,0.13,1,2
306702,spacious + sunny studio in ft. greene brooklyn!,1577493,tina,brooklyn,fort greene,40.68786,-73.97421,private room,135,3,16,2018-09-01,0.18,1,0
312429,"comfortable, well-appointed room",1606222,p,brooklyn,prospect heights,40.67339,-73.96519,private room,100,2,61,2019-06-02,0.86,1,90
317905,come and go as  you please in bkln!,1631733,jane,brooklyn,kensington,40.64354,-73.97777,entire home/apt,89,3,62,2019-01-02,0.71,1,189
320877,entire 2 bedroom apartment in williamsburg,1366194,fabiana,brooklyn,williamsburg,40.71279,-73.95852,entire home/apt,225,4,26,2017-06-24,0.73,1,0
321014,big bright e village 2br (baby nursery),1644452,erin,manhattan,gramercy,40.73294,-73.98282,entire home/apt,245,5,18,2018-01-02,0.21,1,0
321136,private manhattan studio on harlem/heights border,1644999,candice,manhattan,washington heights,40.83456,-73.9457,entire home/apt,115,3,18,2018-12-31,0.21,1,31
324800,real williamsburg artist loft,1661965,mathias,brooklyn,williamsburg,40.71368,-73.94478,entire home/apt,160,3,25,2018-12-22,0.29,1,0
326832,cozy upper east side studio,668564,nitzan,manhattan,upper east side,40.77471,-73.95574,entire home/apt,159,2,32,2019-06-23,0.47,1,7
327521,"lovely studio in east village, ny",82896,esther,manhattan,east village,40.725,-73.98851,entire home/apt,150,5,1,2015-11-16,0.02,1,0
333189,charming private room in new-york,1697784,jonathan,brooklyn,williamsburg,40.71179,-73.96449,private room,79,4,42,2019-06-24,0.47,2,52
341525,times square master bedroom!,1732559,j,manhattan,hell's kitchen,40.75763,-73.99482,private room,95,6,62,2019-06-01,0.76,2,80
341982,"lincoln center studio, clean&sunny!",483013,yj,manhattan,upper west side,40.77577,-73.98258,entire home/apt,99,2,36,2015-08-23,0.45,1,0
344019,best west village/meatpacking space,1746209,r.,manhattan,west village,40.73104,-74.00879,private room,195,1,7,2012-06-07,0.08,1,129
346248,cosy apartment in west village,1755339,julie,manhattan,greenwich village,40.72886,-74.00013,private room,100,3,7,2015-05-31,0.09,1,0
346805,spacious lower east side apt in nyc,562614,beth,manhattan,lower east side,40.71868,-73.99017,entire home/apt,140,1,53,2014-10-28,0.6,1,0
349841,williamsburg loft: amazing sublet,202507,nom,brooklyn,williamsburg,40.71682,-73.96369,private room,160,5,0,0,0.0,1,0
351530,gorgeous brownstone next to park!,1747222,sascha,brooklyn,park slope,40.67188,-73.97533,entire home/apt,125,5,6,2018-11-04,0.08,1,31
354095,large beautiful east village 1-bdrm,1474749,jared,manhattan,east village,40.72986,-73.97913,entire home/apt,199,6,41,2019-06-07,0.47,1,36
356230,it's so easy to get to everything!,1251762,molly,brooklyn,crown heights,40.66898,-73.9571,entire home/apt,185,3,34,2014-06-09,0.39,1,0
357509,manhattan -  best location in midtown,684129,ellie,manhattan,midtown,40.75407,-73.96713,entire home/apt,110,7,27,2019-03-01,0.31,1,192
359982,sunny private room right off l train,1631288,kay,brooklyn,williamsburg,40.70712,-73.94013,private room,65,4,30,2019-04-13,0.34,1,139
364785,sunny large private room in park slope,1842714,susan,brooklyn,park slope,40.67962,-73.97655,private room,80,2,30,2018-12-29,0.74,1,0
367042,eastern parkway brooklyn 1br flat,774128,andre,brooklyn,crown heights,40.66847,-73.94875,entire home/apt,125,5,1,2014-09-04,0.02,1,0
369567,private masterbr w/ view of museum,1863447,luke,brooklyn,prospect heights,40.67425,-73.96514,private room,56,3,63,2019-01-01,0.82,1,0
371138,"comfy brooklyn 2bd, w/ backyard",1869567,max,brooklyn,greenpoint,40.72488,-73.94013,entire home/apt,190,2,5,2015-10-12,0.1,1,0
373618,authentic designer loft/roof deck best williamsbrg,1879389,christina,brooklyn,williamsburg,40.72212,-73.95696,private room,129,3,63,2019-06-30,0.71,2,87
377217,great apt on the uws - a rare find!,1895957,ido,manhattan,upper west side,40.78161,-73.97898,entire home/apt,145,3,22,2017-04-14,0.25,1,0
385190,"beautiful 1 bdrm, inwood manhattan",1928213,brace,manhattan,inwood,40.87039,-73.91611,private room,100,1,20,2019-06-06,0.28,1,0
385657,beautiful loft/10 min to manhattan!,1930204,sophia,brooklyn,williamsburg,40.704,-73.93285,private room,70,5,2,2015-05-15,0.02,1,0
393094,designer studio in luxury building,1965972,alayna,manhattan,financial district,40.70621,-74.01525,entire home/apt,225,4,27,2019-05-25,0.31,1,169
393682,private cozy bedroom in nolita,1968502,paola,manhattan,nolita,40.72172,-73.99689,private room,100,5,61,2018-01-02,0.7,1,188
394026,artistloft-mccarenpark-williamsburg,1651591,todd,brooklyn,greenpoint,40.72049,-73.95221,private room,90,2,2,2018-10-08,0.02,2,89
398283,"park slope: sweet, large 2br duplex",1989327,william,brooklyn,south slope,40.66106,-73.98316,entire home/apt,250,3,17,2019-07-05,0.46,1,5
401836,"sunny ues 1.5 bedroom, sleeps 6",2005740,maya,manhattan,upper east side,40.76494,-73.95804,entire home/apt,300,4,19,2019-05-21,0.22,1,84
403668,"gorgeous sunny, spacious 1 bdrm in east village",2013117,katya,manhattan,east village,40.72812,-73.97966,entire home/apt,147,2,16,2019-01-02,0.18,1,0
408491,charming west village one bedroom,2034361,marshall,manhattan,greenwich village,40.73448,-73.99797,entire home/apt,145,5,0,0,0.0,1,0
411525,beautiful room + private balcony,1697784,jonathan,brooklyn,williamsburg,40.71472,-73.96225,private room,120,6,62,2019-05-17,0.7,2,15
412180,"morocco in brooklyn with the flyest loft, amazing!",2051961,kim,brooklyn,bedford-stuyvesant,40.69321,-73.9442,entire home/apt,95,5,9,2018-09-03,0.1,1,0
413775,midtown east sutton area entire apt,2058589,cary,manhattan,midtown,40.75816,-73.96457,entire home/apt,275,2,16,2019-05-09,0.24,1,167
419792,great apt ideal location 900 sf,2087636,maddine,manhattan,lower east side,40.71804,-73.98565,entire home/apt,200,7,4,2019-05-04,0.22,1,0
424889,sunny and zen w. village studio of your own,2076827,shelley,manhattan,west village,40.73041,-74.00498,entire home/apt,129,7,5,2015-05-21,0.09,1,0
425784,"an airy, comfy, bookish refuge!",2116807,rafil,brooklyn,vinegar hill,40.70279,-73.98284,entire home/apt,190,4,8,2018-01-02,0.09,1,0
428226,bright & vibrant- the bk experience,2128778,rachael,brooklyn,crown heights,40.67436,-73.956,private room,55,2,62,2019-05-11,0.71,2,57
430427,"very clean, quiet bedroom available",820046,elaine,manhattan,washington heights,40.83559,-73.94095,private room,60,2,13,2017-01-31,0.15,1,0
430665,lux one-bed central park view uws,2141109,kishore,manhattan,upper west side,40.79234,-73.96482,entire home/apt,250,1,8,2014-08-22,0.09,1,0
433218,lovely 1 bdrm in prospect heights!,644941,miya,brooklyn,prospect heights,40.67763,-73.97185,entire home/apt,125,4,41,2019-05-20,0.47,1,10
435774,a real new yorkers  wall st,2164138,suzanne,manhattan,financial district,40.70633,-74.00974,entire home/apt,265,4,33,2018-11-25,0.39,1,0
436619,"tranquil, artsy, sunny bedroom",2168468,cp,manhattan,east village,40.72507,-73.98861,private room,110,2,64,2019-06-09,0.76,1,74
436916,room for the summer,2169825,serge,manhattan,harlem,40.82669,-73.94281,private room,55,2,7,2016-10-11,0.08,1,0
442649,lovely chelsea 1 bedroom,793225,rachel,manhattan,chelsea,40.74572,-73.99965,entire home/apt,125,9,10,2018-08-22,0.11,1,0
447766,"great 1 br apt in kips bay, ny",1109143,mark,manhattan,kips bay,40.73903,-73.97975,private room,100,1,1,2014-08-21,0.02,1,6
447840,private artist’s apt/ amazing location!,242506,jsun,brooklyn,williamsburg,40.71164,-73.965,entire home/apt,299,2,5,2016-01-09,0.06,3,0
448048,"1 br, book it 1st then write me",1267021,sharma,queens,jackson heights,40.75193,-73.87873,private room,75,5,30,2019-05-24,0.37,3,180
450905,master bedroom / parkslope brooklyn,2228665,martha,brooklyn,park slope,40.67267,-73.98348,private room,110,2,0,0,0.0,1,0
452068,"spacious 4 bedroom house, new york",2246071,tamara,brooklyn,kensington,40.64205,-73.97173,entire home/apt,200,1,3,2015-08-16,0.06,1,0
453161,"family friendly, sunny new condo in mccarren park",2107905,laura,brooklyn,greenpoint,40.72183,-73.94908,entire home/apt,260,2,7,2018-06-23,0.09,1,0
453255,"exciting lower east side, loft life",2252261,stephanie,manhattan,lower east side,40.71986,-73.9869,entire home/apt,225,4,13,2019-04-29,0.15,1,195
454334,private spacious studio available,2257289,toni,manhattan,harlem,40.81669,-73.94267,private room,65,1,3,2014-12-31,0.03,1,0
454929,union square❤️penthouse 2fl+terrace❤️east village,1385575,alex,manhattan,east village,40.72981,-73.98318,entire home/apt,239,2,67,2019-07-02,1.33,1,78
456110,beautiful one bedroom in chelsea,2267508,daniel,manhattan,chelsea,40.7476,-73.99698,entire home/apt,139,4,23,2015-10-04,0.27,1,0
456457,west village gem - 2br,1594083,david,manhattan,west village,40.73204,-74.00189,entire home/apt,315,3,7,2016-08-29,0.08,1,0
456526,central harlem comfy bedroom with private bath,2270183,kaye,manhattan,harlem,40.81713,-73.94217,private room,75,3,36,2019-06-23,1.76,1,47
459066,******amazing deal in nyc*****,2282355,ivana,manhattan,upper east side,40.76719,-73.95303,entire home/apt,150,2,23,2019-01-01,0.27,1,0
460036,great deal gramercy 1 bdroom /2beds,2287727,jan,manhattan,kips bay,40.74134,-73.98113,entire home/apt,129,2,47,2019-06-08,0.55,1,177
460999,beautiful duplex apt in harlem,128890,sara,manhattan,harlem,40.8162,-73.94747,entire home/apt,100,8,8,2019-03-28,0.11,1,0
461050,perfect bedford l williamsburg location!,2286224,sarah,brooklyn,williamsburg,40.71613,-73.95837,entire home/apt,200,3,17,2016-05-12,0.2,1,67
462454,beautiful lower east side apt! women only.,2298239,sunserae,manhattan,lower east side,40.71746,-73.98782,private room,89,5,4,2018-03-24,0.06,1,0
464231,large room w/ private entrance,1530310,jacques,brooklyn,bedford-stuyvesant,40.68905,-73.9541,private room,65,7,2,2012-05-29,0.02,3,0
465277,sunny plant-filled apartment with 2 balconies,2065453,ora & scout,brooklyn,crown heights,40.67615,-73.95441,entire home/apt,68,2,35,2018-01-01,0.54,3,0
467569,curated 1br on the prettiest block of the les,282315,rj,manhattan,lower east side,40.72106,-73.98384,entire home/apt,311,3,31,2019-06-11,0.41,1,28
470498,*unique master br in battery park!*,2334269,filip,manhattan,battery park city,40.71012,-74.01504,private room,65,2,8,2015-12-22,0.13,1,0
472052,luxury doorman bldg nr central park,2341078,george,manhattan,upper west side,40.77137,-73.98943,entire home/apt,180,5,13,2014-08-22,0.15,1,0
472376,great brooklyn studio/1br!,1689040,rich,brooklyn,prospect heights,40.67796,-73.96458,entire home/apt,115,2,10,2016-05-23,0.17,1,0
473777,bright modern artist's apartment,2348973,koren,brooklyn,williamsburg,40.71285,-73.94383,entire home/apt,155,5,10,2017-02-19,0.12,1,0
474283,studio apartment by columbus circle,950232,deborah,manhattan,hell's kitchen,40.76487,-73.98471,entire home/apt,117,7,0,0,0.0,1,0
475216,studio apt in park slope- brooklyn!,2355439,kara,brooklyn,sunset park,40.66387,-73.99077,entire home/apt,100,2,17,2015-07-27,0.2,1,0
476899,nyc studio in st marks place & 1ave,2363997,teresa,manhattan,east village,40.72693,-73.98521,entire home/apt,155,6,17,2018-10-11,0.2,1,0
478053,great les / chinatown bedroom,2368753,kristine,manhattan,two bridges,40.71137,-73.99403,private room,80,4,48,2019-01-06,0.56,1,96
478832,gorgeous 2 bdrm in carroll gardens,2371814,jennifer,brooklyn,carroll gardens,40.67579,-73.99968,entire home/apt,150,6,2,2014-05-20,0.03,1,0
484312,loft-like park slope 3bdr duplex,2306962,hana,brooklyn,windsor terrace,40.65854,-73.98384,entire home/apt,300,2,24,2019-02-20,0.39,1,23
486350,great 2 bedroom apartment in williamsburg!,2407024,michael,brooklyn,williamsburg,40.70821,-73.95352,entire home/apt,225,7,13,2016-08-21,0.15,2,0
488083,nice apartment with a deck!,619154,keith,brooklyn,sunset park,40.66158,-73.98954,entire home/apt,92,2,58,2019-05-27,0.67,1,0
489018,lovely central east village 2 person entire apt,864370,mick & heidi,manhattan,east village,40.72457,-73.98453,entire home/apt,185,2,62,2019-06-23,0.74,1,0
489924,south slope private bedroom,1027283,kelly,brooklyn,sunset park,40.66221,-73.99743,private room,50,2,33,2019-06-30,0.39,1,20
489965,a gem in harlem - modern living,2423067,clara,manhattan,east harlem,40.79313,-73.93493,private room,80,3,47,2019-03-09,0.66,2,0
490989,cat lovers: 3-story park slope townhouse with cat!,2427385,andy,brooklyn,park slope,40.67996,-73.98027,entire home/apt,68,3,2,2017-03-29,0.05,1,0
491529,3 bdrm family friendly home in central park slope,2429432,julie,brooklyn,park slope,40.67211,-73.976,entire home/apt,220,3,27,2019-05-17,0.45,1,68
491942,renovated spacious 1br upper west,1995093,carly,manhattan,upper west side,40.79183,-73.97172,entire home/apt,199,3,24,2016-10-09,0.3,1,0
494296,brooklyn waterfront large sunny apt,2442340,maddy,brooklyn,columbia st,40.68721,-74.00147,private room,75,7,0,0,0.0,1,0
495348,classic brooklyn brownstone,2389885,megan,brooklyn,fort greene,40.69011,-73.97691,entire home/apt,160,4,2,2013-03-31,0.03,2,34
496166,"beautiful, spacious 4 br brooklyn brownstone",2450665,d,brooklyn,south slope,40.66641,-73.98283,entire home/apt,249,3,12,2019-07-01,0.27,1,26
497370,carroll gardens carriage house,2455462,elizabeth (and jeff too),brooklyn,gowanus,40.67828,-73.99136,private room,80,2,35,2017-05-30,0.41,1,189
501041,upws sunny duplex +patio,1386685,aleksandra,manhattan,upper west side,40.78451,-73.97882,entire home/apt,300,7,0,0,0.0,1,0
502132,beautiful downtown manhattan share,48599,anastasia,manhattan,chelsea,40.73942,-74.00009,shared room,50,1,61,2017-05-07,0.71,2,0
503529,heart of soho the perfect one bedroom apt,2483293,eric,manhattan,soho,40.72701,-74.0011,entire home/apt,198,3,9,2019-02-23,0.1,1,0
503585,charming & spacious one bedroom,2483766,rebecca (marks),brooklyn,bedford-stuyvesant,40.68607,-73.95839,entire home/apt,100,5,4,2013-07-14,0.05,1,0
503722,hip stylish williamsburg studio,2484383,theresa,brooklyn,williamsburg,40.71345,-73.95689,entire home/apt,175,2,15,2019-06-03,0.29,1,64
503790,sleek west village artist studio loft,2484654,michele,manhattan,west village,40.73214,-74.00188,entire home/apt,130,4,22,2019-05-26,0.28,1,77
504322,sunny 1bd in greenwich village,471928,mahalia,manhattan,greenwich village,40.72903,-74.00028,entire home/apt,180,3,18,2017-07-01,0.21,1,0
504362,1760 sq ft penthouse apartment,2487309,eric,brooklyn,prospect heights,40.67823,-73.97007,entire home/apt,209,3,56,2019-07-04,0.65,1,160
504394,"charming, retro apt on the uws",2487319,erin,manhattan,upper west side,40.79842,-73.96903,entire home/apt,150,4,2,2014-09-03,0.03,1,141
504437,the biggest small apt in manhattan,2356449,mariana,manhattan,lower east side,40.72232,-73.98686,entire home/apt,104,3,57,2019-06-30,0.7,1,6
505029,spacious fabulous sunny loft for 2 wks in fall,2490471,ann,manhattan,east village,40.72454,-73.97944,entire home/apt,175,4,13,2018-11-16,0.17,1,0
505231,"enjoy a 1 bedroom to share, nyc",2490915,catherine,manhattan,upper east side,40.77799,-73.95223,private room,80,1,1,2012-06-22,0.01,1,0
505315,charming room(s)*lovely bushwick block*25min->city,167417,kelly,brooklyn,bushwick,40.69227,-73.90852,private room,68,2,37,2019-06-23,0.49,1,23
506571,large sunny 1br apt in east village,2349977,anthony,manhattan,east village,40.72756,-73.97939,entire home/apt,150,7,19,2019-03-22,0.32,1,24
510454,"gramercy pk area, w rooftop gdn!",2515124,jacqueline,manhattan,kips bay,40.73951,-73.98146,entire home/apt,145,3,2,2016-06-23,0.02,1,0
511436,"wake up to the skyline of the city, prime location",2519356,darya,brooklyn,williamsburg,40.7139,-73.96553,entire home/apt,96,3,1,2018-05-26,0.07,1,0
511733,"artist loft @ bushwick, brooklyn",1840766,samantha,brooklyn,bushwick,40.70753,-73.92048,entire home/apt,120,5,3,2015-09-20,0.04,1,0
